Url,Sale_Year,Model_Type_List,T/M_Drive_List,Weight_List,MSRP,Brand,Title,Model,Dimension,Wheelbase,Tread front/rear,Dimension(Interior),Weight,Body Type,Doors,Riding Capacity,Engine Model,Maximum Power,Displacement,Compression Ratio,Fuel Supply Equipment,Fuel Type,Cylinders,Maximum Torque,Bore×Stroke,Charger,Fuel Tank Equipment,Steering System,Suspension System(front),Breaking System(front),Tires Size(front),Minimum Turning Radius,Suspension System(rear),Breaking System(rear),Tires Size(rear),Driving Wheel,Transmission,LSD,Gear_ratio,Final Drive Gear Ratio,Datetime
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10115453/,Apr-18,GT LIMITED BLACK PACKAGE,6ATFR,1270kg,"¥3,423,600",TOYOTA,TOYOTA 86 GT LIMITED BLACK PACKAGE,DBA-ZN6,4240×1775×1320mm,2570mm,1520/1540mm,1615×1490×1060mm,1270kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/45R17 87W,5.4m,-,-,215/45R17 87W,FR,6AT,-,"1st Gear:3.538, 2nd Gear:2.060, 3rd Gear:1.404, 4th Gear:1.000, 5th Gear:0.713, 6th Gear:0.582, Reverse:3.168",4.1,11/24/2025 9:38
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10115426/,Apr-18,GR,6MTFR,1240kg,"¥4,968,000",TOYOTA,TOYOTA 86 GR,DBA-ZN6,4290×1790×1320mm,2570mm,1525/1540mm,1615×1490×1060mm,1240kg,Coupe,2,4,FA20,207ps(152kW)/7000rpm,1998cc,-,-,-,-,21.6kg・m(212N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/45R17,5.4m,-,-,235/45R17,FR,6MT,-,"1st Gear:3.626, 2nd Gear:2.188, 3rd Gear:1.541, 4th Gear:1.213, 5th Gear:1.000, 6th Gear:0.767, Reverse:3.437",4.3,11/24/2025 9:38
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10112915/,Dec-17,GR,6MTFR,1240kg,"¥4,968,000",TOYOTA,TOYOTA 86 GR,DBA-ZN6,4290×1790×1320mm,2570mm,1525/1540mm,1615×1490×1060mm,1240kg,Coupe,2,4,FA20,207ps(152kW)/7000rpm,1998cc,-,-,-,-,21.6kg・m(212N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/45R17,5.4m,-,-,235/45R17,FR,6MT,-,"1st Gear:3.626, 2nd Gear:2.188, 3rd Gear:1.541, 4th Gear:1.213, 5th Gear:1.000, 6th Gear:0.767, Reverse:3.437",4.3,11/24/2025 9:38
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10111540/,Oct-17,G,6MTFR,1210kg,"¥2,623,320",TOYOTA,TOYOTA 86 G,DBA-ZN6,4240×1775×1320mm,2570mm,1520/1540mm,1615×1490×1060mm,1210kg,Coupe,2,4,FA20,207ps(152kW)/7000rpm,1998cc,12.5,-,-,-,21.6kg・m(212N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,205/55R16 91V,5.4m,-,-,205/55R16 91V,FR,6MT,-,"1st Gear:3.626, 2nd Gear:2.188, 3rd Gear:1.541, 4th Gear:1.213, 5th Gear:1.000, 6th Gear:0.767, Reverse:3.437",4.3,11/24/2025 9:38
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10111539/,Oct-17,G,6ATFR,1230kg,"¥2,647,080",TOYOTA,TOYOTA 86 G,DBA-ZN6,4240×1775×1320mm,2570mm,1520/1540mm,1615×1490×1060mm,1230kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,205/55R16 91V,5.4m,-,-,205/55R16 91V,FR,6AT,,"1st Gear:3.538, 2nd Gear:2.060, 3rd Gear:1.404, 4th Gear:1.000, 5th Gear:0.713, 6th Gear:0.582, Reverse:3.168",4.1,11/24/2025 9:38
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10111538/,Oct-17,GT,6MTFR,1240kg,"¥2,981,880",TOYOTA,TOYOTA 86 GT,DBA-ZN6,4240×1775×1320mm,2570mm,1520/1540mm,1615×1490×1060mm,1240kg,Coupe,2,4,FA20,207ps(152kW)/7000rpm,1998cc,12.5,-,-,-,21.6kg・m(212N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/45R17 87W,5.4m,-,-,215/45R17 87W,FR,6MT,-,"1st Gear:3.626, 2nd Gear:2.188, 3rd Gear:1.541, 4th Gear:1.213, 5th Gear:1.000, 6th Gear:0.767, Reverse:3.437",4.3,11/24/2025 9:38
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10111537/,Oct-17,GT,6ATFR,1260kg,"¥3,048,840",TOYOTA,TOYOTA 86 GT,DBA-ZN6,4240×1775×1320mm,2570mm,1520/1540mm,1615×1490×1060mm,1260kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/45R17 87W,5.4m,-,-,215/45R17 87W,FR,6AT,-,"1st Gear:3.538, 2nd Gear:2.060, 3rd Gear:1.404, 4th Gear:1.000, 5th Gear:0.713, 6th Gear:0.582, Reverse:3.168",4.1,11/24/2025 9:38
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10111536/,Oct-17,GT LIMITED,6MTFR,1240kg,"¥3,183,840",TOYOTA,TOYOTA 86 GT LIMITED,DBA-ZN6,4240×1775×1320mm,2570mm,1520/1540mm,1615×1490×1060mm,1240kg,Coupe,2,4,FA20,207ps(152kW)/7000rpm,1998cc,12.5,-,-,-,21.6kg・m(212N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/45R17 87W,5.4m,-,-,215/45R17 87W,FR,6MT,-,"1st Gear:3.626, 2nd Gear:2.188, 3rd Gear:1.541, 4th Gear:1.213, 5th Gear:1.000, 6th Gear:0.767, Reverse:3.437",4.3,11/24/2025 9:39
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10111535/,Oct-17,GT LIMITED,6ATFR,1260kg,"¥3,250,800",TOYOTA,TOYOTA 86 GT LIMITED,DBA-ZN6,4240×1775×1320mm,2570mm,1520/1540mm,1615×1490×1060mm,1260kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/45R17 87W,5.4m,-,-,215/45R17 87W,FR,6AT,-,"1st Gear:3.538, 2nd Gear:2.060, 3rd Gear:1.404, 4th Gear:1.000, 5th Gear:0.713, 6th Gear:0.582, Reverse:3.168",4.1,11/24/2025 9:39
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10111534/,Oct-17,GT LIMITED BLACK PACKAGE,6MTFR,1250kg,"¥3,356,640",TOYOTA,TOYOTA 86 GT LIMITED BLACK PACKAGE,DBA-ZN6,4240×1775×1320mm,2570mm,1520/1540mm,1615×1490×1060mm,1250kg,Coupe,2,4,FA20,207ps(152kW)/7000rpm,1998cc,12.5,-,-,-,21.6kg・m(212N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/45R17 87W,5.4m,-,-,215/45R17 87W,FR,6MT,-,"1st Gear:3.626, 2nd Gear:2.188, 3rd Gear:1.541, 4th Gear:1.213, 5th Gear:1.000, 6th Gear:0.767, Reverse:3.437",4.3,11/24/2025 9:39
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10111533/,Oct-17,GT LIMITED BLACK PACKAGE,6ATFR,1270kg,"¥3,423,600",TOYOTA,TOYOTA 86 GT LIMITED BLACK PACKAGE,DBA-ZN6,4240×1775×1320mm,2570mm,1520/1540mm,1615×1490×1060mm,1270kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/45R17 87W,5.4m,-,-,215/45R17 87W,FR,6AT,-,"1st Gear:3.538, 2nd Gear:2.060, 3rd Gear:1.404, 4th Gear:1.000, 5th Gear:0.713, 6th Gear:0.582, Reverse:3.168",4.1,11/24/2025 9:39
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10111937/,Sep-17,RACING Limited Model,6MTFR,1240kg,"¥3,052,080",TOYOTA,TOYOTA 86 RACING,DBA-ZN6,4240×1775×1315mm,2570mm,1520/1540mm,1615×1490×1060mm,1240kg,Coupe,2,4,FA20,207ps(152kW)/7000rpm,1998cc,12.5,-,-,-,21.6kg・m(212N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,205/55R16 91V,5.4m,-,-,205/55R16 91V,FR,6MT,-,"1st Gear:3.626, 2nd Gear:2.188, 3rd Gear:1.541, 4th Gear:1.213, 5th Gear:1.000, 6th Gear:0.767, Reverse:3.437",4.3,11/24/2025 9:39
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10107256/,Mar-17,GT SOLAR ORANGE LIMITED Limited Model,6MTFR,1240kg,"¥3,251,880",TOYOTA,TOYOTA 86 GT SOLAR ORANGE LIMITED,DBA-ZN6,4240×1775×1320mm,2570mm,1520/1540mm,1615×1490×1060mm,1240kg,Coupe,2,4,FA20,207ps(152kW)/7000rpm,1998cc,12.5,-,-,-,21.6kg・m(212N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/45R17 87W,5.4m,-,-,215/45R17 87W,FR,6MT,-,"1st Gear:3.626, 2nd Gear:2.188, 3rd Gear:1.541, 4th Gear:1.213, 5th Gear:1.000, 6th Gear:0.767, Reverse:3.437",4.3,11/24/2025 9:39
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10107255/,Mar-17,GT SOLAR ORANGE LIMITED Limited Model,6ATFR,1260kg,"¥3,318,840",TOYOTA,TOYOTA 86 GT SOLAR ORANGE LIMITED,DBA-ZN6,4240×1775×1320mm,2570mm,1520/1540mm,1615×1490×1060mm,1260kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/45R17 87W,5.4m,-,-,215/45R17 87W,FR,6AT,-,"1st Gear:3.538, 2nd Gear:2.060, 3rd Gear:1.404, 4th Gear:1.000, 5th Gear:0.713, 6th Gear:0.582, Reverse:3.168",4.1,11/24/2025 9:39
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10107254/,Feb-17,GT LIMITED HIGH PERFORMANCE PACKAGE,6MTFR,1250kg,"¥3,394,440",TOYOTA,TOYOTA 86 GT LIMITED HIGH PERFORMANCE PACKAGE,DBA-ZN6,4240×1775×1320mm,2570mm,1520/1540mm,1615×1490×1060mm,1250kg,Coupe,2,4,FA20,207ps(152kW)/7000rpm,1998cc,12.5,-,-,-,21.6kg・m(212N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/45R17 87W,5.4m,-,-,215/45R17 87W,FR,6MT,-,"1st Gear:3.626, 2nd Gear:2.188, 3rd Gear:1.541, 4th Gear:1.213, 5th Gear:1.000, 6th Gear:0.767, Reverse:3.437",4.3,11/24/2025 9:39
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10107253/,Feb-17,GT LIMITED HIGH PERFORMANCE PACKAGE,6ATFR,1270kg,"¥3,461,400",TOYOTA,TOYOTA 86 GT LIMITED HIGH PERFORMANCE PACKAGE,DBA-ZN6,4240×1775×1320mm,2570mm,1520/1540mm,1615×1490×1060mm,1270kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/45R17 87W,5.4m,-,-,215/45R17 87W,FR,6AT,-,"1st Gear:3.538, 2nd Gear:2.060, 3rd Gear:1.404, 4th Gear:1.000, 5th Gear:0.713, 6th Gear:0.582, Reverse:3.168",4.1,11/24/2025 9:39
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10106753/,Oct-16,RACING Limited Model,6MTFR,1240kg,"¥3,052,080",TOYOTA,TOYOTA 86 RACING,DBA-ZN6,4240×1775×1295mm,2570mm,1520/1540mm,1615×1490×1060mm,1240kg,Coupe,2,4,FA20,207ps(152kW)/7000rpm,1998cc,12.5,-,-,-,21.6kg・m(212N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,205/55R16 91V,5.4m,-,-,205/55R16 91V,FR,6MT,-,"1st Gear:3.626, 2nd Gear:2.188, 3rd Gear:1.541, 4th Gear:1.213, 5th Gear:1.000, 6th Gear:0.767, Reverse:3.437",4.3,11/24/2025 9:39
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10104889/,Aug-16,G,6MTFR,1210kg,"¥2,623,320",TOYOTA,TOYOTA 86 G,DBA-ZN6,4240×1775×1320mm,2570mm,1520/1540mm,1615×1490×1060mm,1210kg,Coupe,2,4,FA20,207ps(152kW)/7000rpm,1998cc,12.5,-,-,-,21.6kg・m(212N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,205/55R16 91V,5.4m,-,-,205/55R16 91V,FR,6MT,-,"1st Gear:3.626, 2nd Gear:2.188, 3rd Gear:1.541, 4th Gear:1.213, 5th Gear:1.000, 6th Gear:0.767, Reverse:3.437",4.3,11/24/2025 9:39
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10104888/,Aug-16,G,6ATFR,1230kg,"¥2,647,080",TOYOTA,TOYOTA 86 G,DBA-ZN6,4240×1775×1320mm,2570mm,1520/1540mm,1615×1490×1060mm,1230kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,205/55R16 91V,5.4m,-,-,205/55R16 91V,FR,6AT,,"1st Gear:3.538, 2nd Gear:2.060, 3rd Gear:1.404, 4th Gear:1.000, 5th Gear:0.713, 6th Gear:0.582, Reverse:3.168",4.1,11/24/2025 9:39
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10104886/,Aug-16,GT,6MTFR,1240kg,"¥2,981,880",TOYOTA,TOYOTA 86 GT,DBA-ZN6,4240×1775×1320mm,2570mm,1520/1540mm,1615×1490×1060mm,1240kg,Coupe,2,4,FA20,207ps(152kW)/7000rpm,1998cc,12.5,-,-,-,21.6kg・m(212N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/45R17 87W,5.4m,-,-,215/45R17 87W,FR,6MT,-,"1st Gear:3.626, 2nd Gear:2.188, 3rd Gear:1.541, 4th Gear:1.213, 5th Gear:1.000, 6th Gear:0.767, Reverse:3.437",4.3,11/24/2025 9:39
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10104885/,Aug-16,GT,6ATFR,1260kg,"¥3,048,840",TOYOTA,TOYOTA 86 GT,DBA-ZN6,4240×1775×1320mm,2570mm,1520/1540mm,1615×1490×1060mm,1260kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/45R17 87W,5.4m,-,-,215/45R17 87W,FR,6AT,-,"1st Gear:3.538, 2nd Gear:2.060, 3rd Gear:1.404, 4th Gear:1.000, 5th Gear:0.713, 6th Gear:0.582, Reverse:3.168",4.1,11/24/2025 9:39
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10104884/,Aug-16,GT LIMITED,6MTFR,1240kg,"¥3,183,840",TOYOTA,TOYOTA 86 GT LIMITED,DBA-ZN6,4240×1775×1320mm,2570mm,1520/1540mm,1615×1490×1060mm,1240kg,Coupe,2,4,FA20,207ps(152kW)/7000rpm,1998cc,12.5,-,-,-,21.6kg・m(212N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/45R17 87W,5.4m,-,-,215/45R17 87W,FR,6MT,-,"1st Gear:3.626, 2nd Gear:2.188, 3rd Gear:1.541, 4th Gear:1.213, 5th Gear:1.000, 6th Gear:0.767, Reverse:3.437",4.3,11/24/2025 9:39
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10104880/,Aug-16,GT LIMITED,6ATFR,1260kg,"¥3,250,800",TOYOTA,TOYOTA 86 GT LIMITED,DBA-ZN6,4240×1775×1320mm,2570mm,1520/1540mm,1615×1490×1060mm,1260kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/45R17 87W,5.4m,-,-,215/45R17 87W,FR,6AT,-,"1st Gear:3.538, 2nd Gear:2.060, 3rd Gear:1.404, 4th Gear:1.000, 5th Gear:0.713, 6th Gear:0.582, Reverse:3.168",4.1,11/24/2025 9:39
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10102428/,May-16,GT AERO PACKAGE,6MTFR,1230kg,"¥3,135,200",TOYOTA,TOYOTA 86 GT AERO PACKAGE,DBA-ZN6,4240×1775×1320mm,2570mm,1520/1540mm,1615×1490×1060mm,1230kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/40R18,5.4m,-,-,225/40R18,FR,6MT,-,"1st Gear:3.626, 2nd Gear:2.188, 3rd Gear:1.541, 4th Gear:1.213, 5th Gear:1.000, 6th Gear:0.767, Reverse:3.437",4.1,11/24/2025 9:39
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10102427/,May-16,GT AERO PACKAGE,6ATFR,1250kg,"¥3,217,673",TOYOTA,TOYOTA 86 GT AERO PACKAGE,DBA-ZN6,4240×1775×1320mm,2570mm,1520/1540mm,1615×1490×1060mm,1250kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/40R18,5.4m,-,-,225/40R18,FR,6AT,-,"1st Gear:3.538, 2nd Gear:2.060, 3rd Gear:1.404, 4th Gear:1.000, 5th Gear:0.713, 6th Gear:0.582, Reverse:3.168",4.1,11/24/2025 9:39
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10102430/,May-16,GT AERO PACKAGE FT,6MTFR,1230kg,"¥3,590,200",TOYOTA,TOYOTA 86 GT AERO PACKAGE FT,DBA-ZN6,4240×1775×1320mm,2570mm,1520/1540mm,1615×1490×1060mm,1230kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/40R18,5.4m,-,-,225/40R18,FR,6MT,-,"1st Gear:3.626, 2nd Gear:2.188, 3rd Gear:1.541, 4th Gear:1.213, 5th Gear:1.000, 6th Gear:0.767, Reverse:3.437",4.1,11/24/2025 9:39
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10102429/,May-16,GT AERO PACKAGE FT,6ATFR,1250kg,"¥3,672,673",TOYOTA,TOYOTA 86 GT AERO PACKAGE FT,DBA-ZN6,4240×1775×1320mm,2570mm,1520/1540mm,1615×1490×1060mm,1250kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/40R18,5.4m,-,-,225/40R18,FR,6AT,-,"1st Gear:3.538, 2nd Gear:2.060, 3rd Gear:1.404, 4th Gear:1.000, 5th Gear:0.713, 6th Gear:0.582, Reverse:3.168",4.1,11/24/2025 9:39
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10101424/,Jan-16,GRMN Limited Model,6MTFR,1230kg,"¥6,480,000",TOYOTA,TOYOTA 86 GRMN,GRMN86,4290×1775×1300mm,2570mm,1525/1535mm,950×1490×1060mm,1230kg,Coupe,2,2,FA20-GR,219ps(161kW)/7300rpm,1998cc,12.5,-,-,-,21.1kg・m(217N・m)/5200rpm,86.0mm×86.0mm,-,50L,-,-,-,215/40R17 83W,5.4m,-,-,235/40R17 90W,FR,6MT,-,"1st Gear:2.907, 2nd Gear:2.036, 3rd Gear:1.541, 4th Gear:1.213, 5th Gear:1.000, 6th Gear:0.767, Reverse:3.437",4.3,11/24/2025 9:39
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10098530/,Jul-15,GT YELLOW LIMITED Limited Model,6MTFR,1230kg,"¥3,167,200",TOYOTA,TOYOTA 86 GT YELLOW LIMITED,DBA-ZN6,4240×1775×1320mm,2570mm,1520/1540mm,1615×1490×1060mm,1230kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/45R17 87W,5.4m,-,-,215/45R17 87W,FR,6MT,-,"1st Gear:3.626, 2nd Gear:2.188, 3rd Gear:1.541, 4th Gear:1.213, 5th Gear:1.000, 6th Gear:0.767, Reverse:3.437",4.1,11/24/2025 9:39
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10098529/,Jul-15,GT YELLOW LIMITED Limited Model,6ATFR,1250kg,"¥3,249,674",TOYOTA,TOYOTA 86 GT YELLOW LIMITED,DBA-ZN6,4240×1775×1320mm,2570mm,1520/1540mm,1615×1490×1060mm,1250kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/45R17 87W,5.4m,-,-,215/45R17 87W,FR,6AT,-,"1st Gear:3.538, 2nd Gear:2.060, 3rd Gear:1.404, 4th Gear:1.000, 5th Gear:0.713, 6th Gear:0.582, Reverse:3.168",4.1,11/24/2025 9:39
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10098532/,Jul-15,GT YELLOW LIMITED AERO PACKAGE Limited Model,6MTFR,1230kg,"¥3,397,200",TOYOTA,TOYOTA 86 GT YELLOW LIMITED AERO PACKAGE,DBA-ZN6,4240×1775×1320mm,2570mm,1520/1540mm,1615×1490×1060mm,1230kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/45R17 87W,5.4m,-,-,215/45R17 87W,FR,6MT,-,"1st Gear:3.626, 2nd Gear:2.188, 3rd Gear:1.541, 4th Gear:1.213, 5th Gear:1.000, 6th Gear:0.767, Reverse:3.437",4.1,11/24/2025 9:39
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10098531/,Jul-15,GT YELLOW LIMITED AERO PACKAGE Limited Model,6ATFR,1250kg,"¥3,479,674",TOYOTA,TOYOTA 86 GT YELLOW LIMITED AERO PACKAGE,DBA-ZN6,4240×1775×1320mm,2570mm,1520/1540mm,1615×1490×1060mm,1250kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/45R17 87W,5.4m,-,-,215/45R17 87W,FR,6AT,-,"1st Gear:3.538, 2nd Gear:2.060, 3rd Gear:1.404, 4th Gear:1.000, 5th Gear:0.713, 6th Gear:0.582, Reverse:3.168",4.1,11/24/2025 9:39
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10098534/,Jul-15,GT YELLOW LIMITED AERO PACKAGE FT Limited Model,6MTFR,1230kg,"¥3,852,200",TOYOTA,TOYOTA 86 GT YELLOW LIMITED AERO PACKAGE FT,DBA-ZN6,4240×1775×1320mm,2570mm,1520/1540mm,1615×1490×1060mm,1230kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/40R18,5.4m,-,-,225/40R18,FR,6MT,-,"1st Gear:3.626, 2nd Gear:2.188, 3rd Gear:1.541, 4th Gear:1.213, 5th Gear:1.000, 6th Gear:0.767, Reverse:3.437",4.1,11/24/2025 9:39
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10098533/,Jul-15,GT YELLOW LIMITED AERO PACKAGE FT Limited Model,6ATFR,1250kg,"¥3,934,673",TOYOTA,TOYOTA 86 GT YELLOW LIMITED AERO PACKAGE FT,DBA-ZN6,4240×1775×1320mm,2570mm,1520/1540mm,1615×1490×1060mm,1250kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/40R18,5.4m,-,-,225/40R18,FR,6AT,-,"1st Gear:3.538, 2nd Gear:2.060, 3rd Gear:1.404, 4th Gear:1.000, 5th Gear:0.713, 6th Gear:0.582, Reverse:3.168",4.1,11/24/2025 9:39
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10095681/,Apr-15,G,6MTFR,1210kg,"¥2,488,909",TOYOTA,TOYOTA 86 G,DBA-ZN6,4240×1775×1320mm,2570mm,1520/1540mm,1615×1490×1060mm,1210kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,205/55R16 91V,5.4m,-,-,205/55R16 91V,FR,6MT,-,"1st Gear:3.626, 2nd Gear:2.188, 3rd Gear:1.541, 4th Gear:1.213, 5th Gear:1.000, 6th Gear:0.767, Reverse:3.437",3.727,11/24/2025 9:39
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10095680/,Apr-15,G,6ATFR,1230kg,"¥2,560,582",TOYOTA,TOYOTA 86 G,DBA-ZN6,4240×1775×1320mm,2570mm,1520/1540mm,1615×1490×1060mm,1230kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,205/55R16 91V,5.4m,-,-,205/55R16 91V,FR,6AT,,"1st Gear:3.538, 2nd Gear:2.060, 3rd Gear:1.404, 4th Gear:1.000, 5th Gear:0.713, 6th Gear:0.582, Reverse:3.168",4.1,11/24/2025 9:39
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10095679/,Apr-15,GT,6MTFR,1230kg,"¥2,905,200",TOYOTA,TOYOTA 86 GT,DBA-ZN6,4240×1775×1320mm,2570mm,1520/1540mm,1615×1490×1060mm,1230kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/45R17 87W,5.4m,-,-,215/45R17 87W,FR,6MT,-,"1st Gear:3.626, 2nd Gear:2.188, 3rd Gear:1.541, 4th Gear:1.213, 5th Gear:1.000, 6th Gear:0.767, Reverse:3.437",4.1,11/24/2025 9:40
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10095678/,Apr-15,GT,6ATFR,1250kg,"¥2,987,673",TOYOTA,TOYOTA 86 GT,DBA-ZN6,4240×1775×1320mm,2570mm,1520/1540mm,1615×1490×1060mm,1250kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/45R17 87W,5.4m,-,-,215/45R17 87W,FR,6AT,-,"1st Gear:3.538, 2nd Gear:2.060, 3rd Gear:1.404, 4th Gear:1.000, 5th Gear:0.713, 6th Gear:0.582, Reverse:3.168",4.1,11/24/2025 9:40
